,Play,Player,PlayerLine
34483,Hamlet,LORD POLONIUS,"Capitol, Brutus killed me."
34484,Hamlet,HAMLET,It was a brute part of him to kill so capital a calf
34485,Hamlet,HAMLET,there. Be the players ready?
34486,Hamlet,ROSENCRANTZ,"Ay, my lord, they stay upon your patience."
34487,Hamlet,QUEEN GERTRUDE,"Come hither, my dear Hamlet, sit by me."
34488,Hamlet,HAMLET,"No, good mother, here's metal more attractive."
34489,Hamlet,LORD POLONIUS,"[To KING CLAUDIUS]  O, ho! do you mark that?"
34490,Hamlet,HAMLET,"Lady, shall I lie in your lap?"
34491,Hamlet,HAMLET,Lying down at OPHELIA's feet
34492,Hamlet,OPHELIA,"No, my lord."
34493,Hamlet,HAMLET,"I mean, my head upon your lap?"
34494,Hamlet,OPHELIA,"Ay, my lord."
34495,Hamlet,HAMLET,Do you think I meant country matters?
34496,Hamlet,OPHELIA,"I think nothing, my lord."
34497,Hamlet,HAMLET,That's a fair thought to lie between maids' legs.
34498,Hamlet,OPHELIA,"What is, my lord?"
34499,Hamlet,HAMLET,Nothing.
34500,Hamlet,OPHELIA,"You are merry, my lord."
34501,Hamlet,HAMLET,"Who, I?"
34502,Hamlet,OPHELIA,"Ay, my lord."
34503,Hamlet,HAMLET,"O God, your only jig-maker. What should a man do"
34504,Hamlet,HAMLET,"but be merry? for, look you, how cheerfully my"
34505,Hamlet,HAMLET,"mother looks, and my father died within these two hours."
34506,Hamlet,OPHELIA,"Nay, 'tis twice two months, my lord."
34507,Hamlet,HAMLET,"So long? Nay then, let the devil wear black, for"
34508,Hamlet,HAMLET,I'll have a suit of sables. O heavens! die two
34509,Hamlet,HAMLET,"months ago, and not forgotten yet? Then there's"
34510,Hamlet,HAMLET,hope a great man's memory may outlive his life half
34511,Hamlet,HAMLET,"a year: but, by'r lady, he must build churches,"
34512,Hamlet,HAMLET,"then, or else shall he suffer not thinking on, with"
34513,Hamlet,HAMLET,"the hobby-horse, whose epitaph is 'For, O, for, O,"
34514,Hamlet,HAMLET,the hobby-horse is forgot.'
34515,Hamlet,HAMLET,Hautboys play. The dumb-show enters
34516,Hamlet,HAMLET,"Enter a King and a Queen very lovingly, the Queen  embracing him, and he her. She kneels, and makes  show of protestation unto him. He takes her up,  and declines his head upon her neck: lays him down  upon a bank of flowers: she, seeing him asleep,  leaves him. Anon comes in a fellow, takes off his  crown, kisses it, and pours poison in the King's  ears, and exit. The Queen returns, finds the King  dead, and makes passionate action. The Poisoner,  with some two or three Mutes, comes in again,  seeming to lament with her. The dead body is  carried away. The Poisoner wooes the Queen with  gifts: she seems loath and unwilling awhile, but in the end accepts his love"
34517,Hamlet,HAMLET,Exeunt
34518,Hamlet,OPHELIA,"What means this, my lord?"
34519,Hamlet,HAMLET,"Marry, this is miching mallecho, it means mischief."
34520,Hamlet,OPHELIA,Belike this show imports the argument of the play.
34521,Hamlet,OPHELIA,Enter Prologue
34522,Hamlet,HAMLET,We shall know by this fellow: the players cannot
34523,Hamlet,HAMLET,"keep counsel, they'll tell all."
34524,Hamlet,OPHELIA,Will he tell us what this show meant?
34525,Hamlet,HAMLET,"Ay, or any show that you'll show him: be not you"
34526,Hamlet,HAMLET,"ashamed to show, he'll not shame to tell you what it means."
34527,Hamlet,OPHELIA,"You are naught, you are naught: I'll mark the play."
34528,Hamlet,Prologue,"For us, and for our tragedy,"
34529,Hamlet,Prologue,"Here stooping to your clemency,"
34530,Hamlet,Prologue,We beg your hearing patiently.
34531,Hamlet,Prologue,Exit
34532,Hamlet,HAMLET,"Is this a prologue, or the posy of a ring?"
34533,Hamlet,OPHELIA,"'Tis brief, my lord."
34534,Hamlet,HAMLET,As woman's love.
34535,Hamlet,HAMLET,"Enter two Players, King and Queen"
34536,Hamlet,Player King,Full thirty times hath Phoebus' cart gone round
34537,Hamlet,Player King,"Neptune's salt wash and Tellus' orbed ground,"
34538,Hamlet,Player King,And thirty dozen moons with borrow'd sheen
34539,Hamlet,Player King,"About the world have times twelve thirties been,"
34540,Hamlet,Player King,Since love our hearts and Hymen did our hands
34541,Hamlet,Player King,Unite commutual in most sacred bands.
34542,Hamlet,Player Queen,So many journeys may the sun and moon
34543,Hamlet,Player Queen,Make us again count o'er ere love be done!
34544,Hamlet,Player Queen,"But, woe is me, you are so sick of late,"
34545,Hamlet,Player Queen,"So far from cheer and from your former state,"
34546,Hamlet,Player Queen,"That I distrust you. Yet, though I distrust,"
34547,Hamlet,Player Queen,"Discomfort you, my lord, it nothing must:"
34548,Hamlet,Player Queen,"For women's fear and love holds quantity,"
34549,Hamlet,Player Queen,"In neither aught, or in extremity."
34550,Hamlet,Player Queen,"Now, what my love is, proof hath made you know,"
34551,Hamlet,Player Queen,"And as my love is sized, my fear is so:"
34552,Hamlet,Player Queen,"Where love is great, the littlest doubts are fear,"
34553,Hamlet,Player Queen,"Where little fears grow great, great love grows there."
34554,Hamlet,Player King,"'Faith, I must leave thee, love, and shortly too,"
34555,Hamlet,Player King,My operant powers their functions leave to do:
34556,Hamlet,Player King,"And thou shalt live in this fair world behind,"
34557,Hamlet,Player King,"Honour'd, beloved, and haply one as kind"
34558,Hamlet,Player King,For husband shalt thou--
34559,Hamlet,Player Queen,"O, confound the rest!"
34560,Hamlet,Player Queen,Such love must needs be treason in my breast:
34561,Hamlet,Player Queen,In second husband let me be accurst!
34562,Hamlet,Player Queen,None wed the second but who kill'd the first.
34563,Hamlet,HAMLET,"[Aside]  Wormwood, wormwood."
34564,Hamlet,Player Queen,The instances that second marriage move
34565,Hamlet,Player Queen,"Are base respects of thrift, but none of love:"
34566,Hamlet,Player Queen,"A second time I kill my husband dead,"
34567,Hamlet,Player Queen,When second husband kisses me in bed.
34568,Hamlet,Player King,"I do believe you think what now you speak,"
34569,Hamlet,Player King,But what we do determine oft we break.
34570,Hamlet,Player King,"Purpose is but the slave to memory,"
34571,Hamlet,Player King,"Of violent birth, but poor validity,"
34572,Hamlet,Player King,"Which now, like fruit unripe, sticks on the tree,"
34573,Hamlet,Player King,"But fall, unshaken, when they mellow be."
34574,Hamlet,Player King,Most necessary 'tis that we forget
34575,Hamlet,Player King,To pay ourselves what to ourselves is debt:
34576,Hamlet,Player King,"What to ourselves in passion we propose,"
34577,Hamlet,Player King,"The passion ending, doth the purpose lose."
34578,Hamlet,Player King,The violence of either grief or joy
34579,Hamlet,Player King,Their own enactures with themselves destroy:
34580,Hamlet,Player King,"Where joy most revels, grief doth most lament,"
34581,Hamlet,Player King,"Grief joys, joy grieves, on slender accident."
34582,Hamlet,Player King,"This world is not for aye, nor 'tis not strange"
34583,Hamlet,Player King,"That even our loves should with our fortunes change,"
34584,Hamlet,Player King,"For 'tis a question left us yet to prove,"
34585,Hamlet,Player King,"Whether love lead fortune, or else fortune love."
34586,Hamlet,Player King,"The great man down, you mark his favourite flies,"
34587,Hamlet,Player King,The poor advanced makes friends of enemies.
34588,Hamlet,Player King,"And hitherto doth love on fortune tend,"
34589,Hamlet,Player King,"For who not needs shall never lack a friend,"
34590,Hamlet,Player King,"And who in want a hollow friend doth try,"
34591,Hamlet,Player King,Directly seasons him his enemy.
34592,Hamlet,Player King,"But, orderly to end where I begun,"
34593,Hamlet,Player King,Our wills and fates do so contrary run
34594,Hamlet,Player King,"That our devices still are overthrown,"
34595,Hamlet,Player King,"Our thoughts are ours, their ends none of our own:"
34596,Hamlet,Player King,"So think thou wilt no second husband wed,"
34597,Hamlet,Player King,But die thy thoughts when thy first lord is dead.
34598,Hamlet,Player Queen,"Nor earth to me give food, nor heaven light!"
34599,Hamlet,Player Queen,Sport and repose lock from me day and night!
34600,Hamlet,Player Queen,To desperation turn my trust and hope!
34601,Hamlet,Player Queen,An anchor's cheer in prison be my scope!
34602,Hamlet,Player Queen,Each opposite that blanks the face of joy
34603,Hamlet,Player Queen,Meet what I would have well and it destroy!
34604,Hamlet,Player Queen,"Both here and hence pursue me lasting strife,"
34605,Hamlet,Player Queen,"If, once a widow, ever I be wife!"
34606,Hamlet,HAMLET,If she should break it now!
34607,Hamlet,Player King,"'Tis deeply sworn. Sweet, leave me here awhile,"
34608,Hamlet,Player King,"My spirits grow dull, and fain I would beguile"
34609,Hamlet,Player King,The tedious day with sleep.
34610,Hamlet,Player King,Sleeps
34611,Hamlet,Player Queen,"Sleep rock thy brain,"
34612,Hamlet,Player Queen,And never come mischance between us twain!
34613,Hamlet,Player Queen,Exit
34614,Hamlet,HAMLET,"Madam, how like you this play?"
34615,Hamlet,QUEEN GERTRUDE,"The lady protests too much, methinks."
34616,Hamlet,HAMLET,"O, but she'll keep her word."
34617,Hamlet,KING CLAUDIUS,Have you heard the argument? Is there no offence in 't?
34618,Hamlet,HAMLET,"No, no, they do but jest, poison in jest, no offence"
34619,Hamlet,HAMLET,i' the world.
34620,Hamlet,KING CLAUDIUS,What do you call the play?
34621,Hamlet,HAMLET,"The Mouse-trap. Marry, how? Tropically. This play"
34622,Hamlet,HAMLET,is the image of a murder done in Vienna: Gonzago is
34623,Hamlet,HAMLET,"the duke's name, his wife, Baptista: you shall see"
34624,Hamlet,HAMLET,"anon, 'tis a knavish piece of work: but what o'"
34625,Hamlet,HAMLET,"that? your majesty and we that have free souls, it"
34626,Hamlet,HAMLET,"touches us not: let the galled jade wince, our"
34627,Hamlet,HAMLET,withers are unwrung.
34628,Hamlet,HAMLET,Enter LUCIANUS
34629,Hamlet,HAMLET,"This is one Lucianus, nephew to the king."
34630,Hamlet,OPHELIA,"You are as good as a chorus, my lord."
34631,Hamlet,HAMLET,"I could interpret between you and your love, if I"
34632,Hamlet,HAMLET,could see the puppets dallying.
34633,Hamlet,OPHELIA,"You are keen, my lord, you are keen."
34634,Hamlet,HAMLET,It would cost you a groaning to take off my edge.
34635,Hamlet,OPHELIA,"Still better, and worse."
34636,Hamlet,HAMLET,"So you must take your husbands. Begin, murderer,"
34637,Hamlet,HAMLET,"pox, leave thy damnable faces, and begin. Come:"
34638,Hamlet,HAMLET,'the croaking raven doth bellow for revenge.'
34639,Hamlet,LUCIANUS,"Thoughts black, hands apt, drugs fit, and time agreeing,"
34640,Hamlet,LUCIANUS,"Confederate season, else no creature seeing,"
34641,Hamlet,LUCIANUS,"Thou mixture rank, of midnight weeds collected,"
34642,Hamlet,LUCIANUS,"With Hecate's ban thrice blasted, thrice infected,"
34643,Hamlet,LUCIANUS,"Thy natural magic and dire property,"
34644,Hamlet,LUCIANUS,On wholesome life usurp immediately.
34645,Hamlet,LUCIANUS,Pours the poison into the sleeper's ears
34646,Hamlet,HAMLET,He poisons him i' the garden for's estate. His
34647,Hamlet,HAMLET,"name's Gonzago: the story is extant, and writ in"
34648,Hamlet,HAMLET,choice Italian: you shall see anon how the murderer
34649,Hamlet,HAMLET,gets the love of Gonzago's wife.
34650,Hamlet,OPHELIA,The king rises.
34651,Hamlet,HAMLET,"What, frighted with false fire!"
34652,Hamlet,QUEEN GERTRUDE,How fares my lord?
34653,Hamlet,LORD POLONIUS,Give o'er the play.
34654,Hamlet,KING CLAUDIUS,Give me some light: away!
34655,Hamlet,All,"Lights, lights, lights!"
34656,Hamlet,All,Exeunt all but HAMLET and HORATIO
34657,Hamlet,HAMLET,"Why, let the stricken deer go weep,"
34658,Hamlet,HAMLET,"The hart ungalled play,"
34659,Hamlet,HAMLET,"For some must watch, while some must sleep:"
34660,Hamlet,HAMLET,So runs the world away.
34661,Hamlet,HAMLET,"Would not this, sir, and a forest of feathers-- if"
34662,Hamlet,HAMLET,the rest of my fortunes turn Turk with me--with two
34663,Hamlet,HAMLET,"Provincial roses on my razed shoes, get me a"
34664,Hamlet,HAMLET,"fellowship in a cry of players, sir?"
34665,Hamlet,HORATIO,Half a share.
34666,Hamlet,HAMLET,"A whole one, I."
34667,Hamlet,HAMLET,"For thou dost know, O Damon dear,"
34668,Hamlet,HAMLET,This realm dismantled was
34669,Hamlet,HAMLET,"Of Jove himself, and now reigns here"
34670,Hamlet,HAMLET,"A very, very--pajock."
34671,Hamlet,HORATIO,You might have rhymed.
34672,Hamlet,HAMLET,"O good Horatio, I'll take the ghost's word for a"
34673,Hamlet,HAMLET,thousand pound. Didst perceive?
34674,Hamlet,HORATIO,"Very well, my lord."
34675,Hamlet,HAMLET,Upon the talk of the poisoning?
34676,Hamlet,HORATIO,I did very well note him.
34677,Hamlet,HAMLET,"Ah, ha! Come, some music! come, the recorders!"
34678,Hamlet,HAMLET,"For if the king like not the comedy,"
34679,Hamlet,HAMLET,"Why then, belike, he likes it not, perdy."
34680,Hamlet,HAMLET,"Come, some music!"
34681,Hamlet,HAMLET,Re-enter ROSENCRANTZ and GUILDENSTERN
34682,Hamlet,GUILDENSTERN,"Good my lord, vouchsafe me a word with you."
34683,Hamlet,HAMLET,"Sir, a whole history."
34684,Hamlet,GUILDENSTERN,"The king, sir,--"
34685,Hamlet,HAMLET,"Ay, sir, what of him?"
34686,Hamlet,GUILDENSTERN,Is in his retirement marvellous distempered.
34687,Hamlet,HAMLET,"With drink, sir?"
34688,Hamlet,GUILDENSTERN,"No, my lord, rather with choler."
34689,Hamlet,HAMLET,Your wisdom should show itself more richer to
34690,Hamlet,HAMLET,"signify this to his doctor, for, for me to put him"
34691,Hamlet,HAMLET,to his purgation would perhaps plunge him into far
34692,Hamlet,HAMLET,more choler.
34693,Hamlet,GUILDENSTERN,"Good my lord, put your discourse into some frame and"
34694,Hamlet,GUILDENSTERN,start not so wildly from my affair.
34695,Hamlet,HAMLET,"I am tame, sir: pronounce."
34696,Hamlet,GUILDENSTERN,"The queen, your mother, in most great affliction of"
34697,Hamlet,GUILDENSTERN,"spirit, hath sent me to you."
34698,Hamlet,HAMLET,You are welcome.
34699,Hamlet,GUILDENSTERN,"Nay, good my lord, this courtesy is not of the right"
34700,Hamlet,GUILDENSTERN,breed. If it shall please you to make me a
34701,Hamlet,GUILDENSTERN,"wholesome answer, I will do your mother's"
34702,Hamlet,GUILDENSTERN,"commandment: if not, your pardon and my return"
34703,Hamlet,GUILDENSTERN,shall be the end of my business.
34704,Hamlet,HAMLET,"Sir, I cannot."
34705,Hamlet,GUILDENSTERN,"What, my lord?"
34706,Hamlet,HAMLET,"Make you a wholesome answer, my wit's diseased: but,"
34707,Hamlet,HAMLET,"sir, such answer as I can make, you shall command,"
34708,Hamlet,HAMLET,"or, rather, as you say, my mother: therefore no"
34709,Hamlet,HAMLET,"more, but to the matter: my mother, you say,--"
34710,Hamlet,ROSENCRANTZ,"Then thus she says, your behavior hath struck her"
34711,Hamlet,ROSENCRANTZ,into amazement and admiration.
34712,Hamlet,HAMLET,"O wonderful son, that can so astonish a mother! But"
34713,Hamlet,HAMLET,is there no sequel at the heels of this mother's
34714,Hamlet,HAMLET,admiration? Impart.
34715,Hamlet,ROSENCRANTZ,"She desires to speak with you in her closet, ere you"
34716,Hamlet,ROSENCRANTZ,go to bed.
34717,Hamlet,HAMLET,"We shall obey, were she ten times our mother. Have"
34718,Hamlet,HAMLET,you any further trade with us?
34719,Hamlet,ROSENCRANTZ,"My lord, you once did love me."
34720,Hamlet,HAMLET,"So I do still, by these pickers and stealers."
34721,Hamlet,ROSENCRANTZ,"Good my lord, what is your cause of distemper? you"
34722,Hamlet,ROSENCRANTZ,"do, surely, bar the door upon your own liberty, if"
34723,Hamlet,ROSENCRANTZ,you deny your griefs to your friend.
34724,Hamlet,HAMLET,"Sir, I lack advancement."
34725,Hamlet,ROSENCRANTZ,"How can that be, when you have the voice of the king"
34726,Hamlet,ROSENCRANTZ,himself for your succession in Denmark?
34727,Hamlet,HAMLET,"Ay, but sir, 'While the grass grows,'--the proverb"
34728,Hamlet,HAMLET,is something musty.
34729,Hamlet,HAMLET,Re-enter Players with recorders
34730,Hamlet,HAMLET,"O, the recorders! let me see one. To withdraw with"
34731,Hamlet,HAMLET,"you:--why do you go about to recover the wind of me,"
34732,Hamlet,HAMLET,as if you would drive me into a toil?
34733,Hamlet,GUILDENSTERN,"O, my lord, if my duty be too bold, my love is too"
34734,Hamlet,GUILDENSTERN,unmannerly.
34735,Hamlet,HAMLET,I do not well understand that. Will you play upon
34736,Hamlet,HAMLET,this pipe?
34737,Hamlet,GUILDENSTERN,"My lord, I cannot."
34738,Hamlet,HAMLET,I pray you.
34739,Hamlet,GUILDENSTERN,"Believe me, I cannot."
34740,Hamlet,HAMLET,I do beseech you.
34741,Hamlet,GUILDENSTERN,"I know no touch of it, my lord."
34742,Hamlet,HAMLET,'Tis as easy as lying: govern these ventages with
34743,Hamlet,HAMLET,"your lingers and thumb, give it breath with your"
34744,Hamlet,HAMLET,"mouth, and it will discourse most eloquent music."
34745,Hamlet,HAMLET,"Look you, these are the stops."
34746,Hamlet,GUILDENSTERN,But these cannot I command to any utterance of
34747,Hamlet,GUILDENSTERN,"harmony, I have not the skill."
34748,Hamlet,HAMLET,"Why, look you now, how unworthy a thing you make of"
34749,Hamlet,HAMLET,"me! You would play upon me, you would seem to know"
34750,Hamlet,HAMLET,"my stops, you would pluck out the heart of my"
34751,Hamlet,HAMLET,"mystery, you would sound me from my lowest note to"
34752,Hamlet,HAMLET,"the top of my compass: and there is much music,"
34753,Hamlet,HAMLET,"excellent voice, in this little organ, yet cannot"
34754,Hamlet,HAMLET,"you make it speak. 'Sblood, do you think I am"
34755,Hamlet,HAMLET,easier to be played on than a pipe? Call me what
34756,Hamlet,HAMLET,"instrument you will, though you can fret me, yet you"
34757,Hamlet,HAMLET,cannot play upon me.
34758,Hamlet,HAMLET,Enter POLONIUS
34759,Hamlet,HAMLET,"God bless you, sir!"
34760,Hamlet,LORD POLONIUS,"My lord, the queen would speak with you, and"
34761,Hamlet,LORD POLONIUS,presently.
34762,Hamlet,HAMLET,Do you see yonder cloud that's almost in shape of a camel?
34763,Hamlet,LORD POLONIUS,"By the mass, and 'tis like a camel, indeed."
34764,Hamlet,HAMLET,Methinks it is like a weasel.
34765,Hamlet,LORD POLONIUS,It is backed like a weasel.
34766,Hamlet,HAMLET,Or like a whale?
34767,Hamlet,LORD POLONIUS,Very like a whale.
34768,Hamlet,HAMLET,Then I will come to my mother by and by. They fool
34769,Hamlet,HAMLET,me to the top of my bent. I will come by and by.
34770,Hamlet,LORD POLONIUS,I will say so.
34771,Hamlet,HAMLET,By and by is easily said.
34772,Hamlet,HAMLET,Exit POLONIUS
34773,Hamlet,HAMLET,"Leave me, friends."
34774,Hamlet,HAMLET,Exeunt all but HAMLET
34775,Hamlet,HAMLET,"Tis now the very witching time of night,"
34776,Hamlet,HAMLET,When churchyards yawn and hell itself breathes out
34777,Hamlet,HAMLET,"Contagion to this world: now could I drink hot blood,"
34778,Hamlet,HAMLET,And do such bitter business as the day
34779,Hamlet,HAMLET,Would quake to look on. Soft! now to my mother.
34780,Hamlet,HAMLET,"O heart, lose not thy nature, let not ever"
34781,Hamlet,HAMLET,The soul of Nero enter this firm bosom:
34782,Hamlet,HAMLET,"Let me be cruel, not unnatural:"
34783,Hamlet,HAMLET,"I will speak daggers to her, but use none,"
34784,Hamlet,HAMLET,"My tongue and soul in this be hypocrites,"
34785,Hamlet,HAMLET,"How in my words soever she be shent,"
34786,Hamlet,HAMLET,"To give them seals never, my soul, consent!"
34787,Hamlet,HAMLET,Exit
34788,Hamlet,HAMLET,SCENE III. A room in the castle.
34789,Hamlet,HAMLET,"Enter KING CLAUDIUS, ROSENCRANTZ, and GUILDENSTERN"
34790,Hamlet,KING CLAUDIUS,"I like him not, nor stands it safe with us"
34791,Hamlet,KING CLAUDIUS,"To let his madness range. Therefore prepare you,"
34792,Hamlet,KING CLAUDIUS,"I your commission will forthwith dispatch,"
34793,Hamlet,KING CLAUDIUS,And he to England shall along with you:
34794,Hamlet,KING CLAUDIUS,The terms of our estate may not endure
34795,Hamlet,KING CLAUDIUS,Hazard so dangerous as doth hourly grow
34796,Hamlet,KING CLAUDIUS,Out of his lunacies.
34797,Hamlet,GUILDENSTERN,We will ourselves provide:
34798,Hamlet,GUILDENSTERN,Most holy and religious fear it is
34799,Hamlet,GUILDENSTERN,To keep those many many bodies safe
34800,Hamlet,GUILDENSTERN,That live and feed upon your majesty.
34801,Hamlet,ROSENCRANTZ,"The single and peculiar life is bound,"
34802,Hamlet,ROSENCRANTZ,"With all the strength and armour of the mind,"
34803,Hamlet,ROSENCRANTZ,"To keep itself from noyance, but much more"
34804,Hamlet,ROSENCRANTZ,That spirit upon whose weal depend and rest
34805,Hamlet,ROSENCRANTZ,The lives of many. The cease of majesty
34806,Hamlet,ROSENCRANTZ,"Dies not alone, but, like a gulf, doth draw"
34807,Hamlet,ROSENCRANTZ,"What's near it with it: it is a massy wheel,"
34808,Hamlet,ROSENCRANTZ,"Fix'd on the summit of the highest mount,"
34809,Hamlet,ROSENCRANTZ,To whose huge spokes ten thousand lesser things
34810,Hamlet,ROSENCRANTZ,"Are mortised and adjoin'd, which, when it falls,"
34811,Hamlet,ROSENCRANTZ,"Each small annexment, petty consequence,"
34812,Hamlet,ROSENCRANTZ,Attends the boisterous ruin. Never alone
34813,Hamlet,ROSENCRANTZ,"Did the king sigh, but with a general groan."
34814,Hamlet,KING CLAUDIUS,"Arm you, I pray you, to this speedy voyage,"
34815,Hamlet,KING CLAUDIUS,"For we will fetters put upon this fear,"
34816,Hamlet,KING CLAUDIUS,Which now goes too free-footed.
34817,Hamlet,GUILDENSTERN,We will haste us.
34818,Hamlet,GUILDENSTERN,Exeunt ROSENCRANTZ and GUILDENSTERN
34819,Hamlet,GUILDENSTERN,Enter POLONIUS
34820,Hamlet,LORD POLONIUS,"My lord, he's going to his mother's closet:"
34821,Hamlet,LORD POLONIUS,"Behind the arras I'll convey myself,"
34822,Hamlet,LORD POLONIUS,"To hear the process, and warrant she'll tax him home:"
34823,Hamlet,LORD POLONIUS,"And, as you said, and wisely was it said,"
34824,Hamlet,LORD POLONIUS,"'Tis meet that some more audience than a mother,"
34825,Hamlet,LORD POLONIUS,"Since nature makes them partial, should o'erhear"
34826,Hamlet,LORD POLONIUS,"The speech, of vantage. Fare you well, my liege:"
34827,Hamlet,LORD POLONIUS,"I'll call upon you ere you go to bed,"
34828,Hamlet,LORD POLONIUS,And tell you what I know.
34829,Hamlet,KING CLAUDIUS,"Thanks, dear my lord."
34830,Hamlet,KING CLAUDIUS,Exit POLONIUS
34831,Hamlet,KING CLAUDIUS,"O, my offence is rank it smells to heaven,"
34832,Hamlet,KING CLAUDIUS,"It hath the primal eldest curse upon't,"
34833,Hamlet,KING CLAUDIUS,"A brother's murder. Pray can I not,"
34834,Hamlet,KING CLAUDIUS,Though inclination be as sharp as will:
34835,Hamlet,KING CLAUDIUS,"My stronger guilt defeats my strong intent,"
34836,Hamlet,KING CLAUDIUS,"And, like a man to double business bound,"
34837,Hamlet,KING CLAUDIUS,"I stand in pause where I shall first begin,"
34838,Hamlet,KING CLAUDIUS,And both neglect. What if this cursed hand
34839,Hamlet,KING CLAUDIUS,"Were thicker than itself with brother's blood,"
34840,Hamlet,KING CLAUDIUS,Is there not rain enough in the sweet heavens
34841,Hamlet,KING CLAUDIUS,To wash it white as snow? Whereto serves mercy
34842,Hamlet,KING CLAUDIUS,But to confront the visage of offence?
34843,Hamlet,KING CLAUDIUS,"And what's in prayer but this two-fold force,"
34844,Hamlet,KING CLAUDIUS,"To be forestalled ere we come to fall,"
34845,Hamlet,KING CLAUDIUS,"Or pardon'd being down? Then I'll look up,"
34846,Hamlet,KING CLAUDIUS,"My fault is past. But, O, what form of prayer"
34847,Hamlet,KING CLAUDIUS,Can serve my turn? 'Forgive me my foul murder'?
34848,Hamlet,KING CLAUDIUS,"That cannot be, since I am still possess'd"
34849,Hamlet,KING CLAUDIUS,"Of those effects for which I did the murder,"
34850,Hamlet,KING CLAUDIUS,"My crown, mine own ambition and my queen."
34851,Hamlet,KING CLAUDIUS,May one be pardon'd and retain the offence?
34852,Hamlet,KING CLAUDIUS,In the corrupted currents of this world
34853,Hamlet,KING CLAUDIUS,"Offence's gilded hand may shove by justice,"
34854,Hamlet,KING CLAUDIUS,And oft 'tis seen the wicked prize itself
34855,Hamlet,KING CLAUDIUS,"Buys out the law: but 'tis not so above,"
34856,Hamlet,KING CLAUDIUS,"There is no shuffling, there the action lies"
34857,Hamlet,KING CLAUDIUS,"In his true nature, and we ourselves compell'd,"
34858,Hamlet,KING CLAUDIUS,"Even to the teeth and forehead of our faults,"
34859,Hamlet,KING CLAUDIUS,To give in evidence. What then? what rests?
34860,Hamlet,KING CLAUDIUS,Try what repentance can: what can it not?
34861,Hamlet,KING CLAUDIUS,Yet what can it when one can not repent?
34862,Hamlet,KING CLAUDIUS,O wretched state! O bosom black as death!
34863,Hamlet,KING CLAUDIUS,"O limed soul, that, struggling to be free,"
34864,Hamlet,KING CLAUDIUS,"Art more engaged! Help, angels! Make assay!"
34865,Hamlet,KING CLAUDIUS,"Bow, stubborn knees, and, heart with strings of steel,"
34866,Hamlet,KING CLAUDIUS,Be soft as sinews of the newborn babe!
34867,Hamlet,KING CLAUDIUS,All may be well.
34868,Hamlet,KING CLAUDIUS,Retires and kneels
34869,Hamlet,KING CLAUDIUS,Enter HAMLET
34870,Hamlet,HAMLET,"Now might I do it pat, now he is praying,"
34871,Hamlet,HAMLET,"And now I'll do't. And so he goes to heaven,"
34872,Hamlet,HAMLET,And so am I revenged. That would be scann'd:
34873,Hamlet,HAMLET,"A villain kills my father, and for that,"
34874,Hamlet,HAMLET,"I, his sole son, do this same villain send"
34875,Hamlet,HAMLET,To heaven.
34876,Hamlet,HAMLET,"O, this is hire and salary, not revenge."
34877,Hamlet,HAMLET,"He took my father grossly, full of bread,"
34878,Hamlet,HAMLET,"With all his crimes broad blown, as flush as May,"
34879,Hamlet,HAMLET,And how his audit stands who knows save heaven?
34880,Hamlet,HAMLET,"But in our circumstance and course of thought,"
34881,Hamlet,HAMLET,"'Tis heavy with him: and am I then revenged,"
34882,Hamlet,HAMLET,"To take him in the purging of his soul,"
34883,Hamlet,HAMLET,When he is fit and season'd for his passage?
34884,Hamlet,HAMLET,No!
34885,Hamlet,HAMLET,"Up, sword, and know thou a more horrid hent:"
34886,Hamlet,HAMLET,"When he is drunk asleep, or in his rage,"
34887,Hamlet,HAMLET,"Or in the incestuous pleasure of his bed,"
34888,Hamlet,HAMLET,"At gaming, swearing, or about some act"
34889,Hamlet,HAMLET,"That has no relish of salvation in't,"
34890,Hamlet,HAMLET,"Then trip him, that his heels may kick at heaven,"
34891,Hamlet,HAMLET,And that his soul may be as damn'd and black
34892,Hamlet,HAMLET,"As hell, whereto it goes. My mother stays:"
34893,Hamlet,HAMLET,This physic but prolongs thy sickly days.
34894,Hamlet,HAMLET,Exit
34895,Hamlet,KING CLAUDIUS,"[Rising]  My words fly up, my thoughts remain below:"
34896,Hamlet,KING CLAUDIUS,Words without thoughts never to heaven go.
34897,Hamlet,KING CLAUDIUS,Exit
34898,Hamlet,KING CLAUDIUS,SCENE IV. The Queen's closet.
34899,Hamlet,KING CLAUDIUS,Enter QUEEN GERTRUDE and POLONIUS
34900,Hamlet,LORD POLONIUS,He will come straight. Look you lay home to him:
34901,Hamlet,LORD POLONIUS,"Tell him his pranks have been too broad to bear with,"
34902,Hamlet,LORD POLONIUS,And that your grace hath screen'd and stood between
34903,Hamlet,LORD POLONIUS,Much heat and him. I'll sconce me even here.
34904,Hamlet,LORD POLONIUS,"Pray you, be round with him."
34905,Hamlet,HAMLET,"[Within]  Mother, mother, mother!"
34906,Hamlet,QUEEN GERTRUDE,"I'll warrant you,"
34907,Hamlet,QUEEN GERTRUDE,"Fear me not: withdraw, I hear him coming."
34908,Hamlet,QUEEN GERTRUDE,POLONIUS hides behind the arras
34909,Hamlet,QUEEN GERTRUDE,Enter HAMLET
34910,Hamlet,HAMLET,"Now, mother, what's the matter?"
